,StudentNumber,DPS_HomeLg,CYI_Lat,CYI_Deg,Disability,GT_C,FRL_C,Sect504_C,SPED_C,t_grade,time_t,time_t1
473,584624,1.0,1.0,1.0,0.0,0.0,0.571428571,0.0,0.928571429,7,674,625
474,585956,0.0,1.0,0.0,1.0,0.0,0.923076923,0.076923077,0.923076923,5,220,260
475,585956,0.0,1.0,0.0,1.0,0.0,0.923076923,0.076923077,0.923076923,6,260,300
476,586201,1.0,1.0,1.0,0.0,0.0,0.466666667,0.2,0.8,3,534,610
477,586201,1.0,1.0,1.0,0.0,0.0,0.466666667,0.2,0.8,4,610,594
478,586201,1.0,1.0,1.0,0.0,0.0,0.466666667,0.2,0.8,5,594,615
479,586201,1.0,1.0,1.0,0.0,0.0,0.466666667,0.2,0.8,6,615,617
480,586201,1.0,1.0,1.0,0.0,0.0,0.466666667,0.2,0.8,7,617,651
481,586201,1.0,1.0,1.0,0.0,0.0,0.466666667,0.2,0.8,8,651,670
482,586201,1.0,1.0,1.0,0.0,0.0,0.466666667,0.2,0.8,9,670,740
483,586660,1.0,1.0,1.0,0.0,0.0,0.666666667,0.0,1.0,3,436,403
484,586660,1.0,1.0,1.0,0.0,0.0,0.666666667,0.0,1.0,4,403,480
485,586660,1.0,1.0,1.0,0.0,0.0,0.666666667,0.0,1.0,5,480,481
486,586660,1.0,1.0,1.0,0.0,0.0,0.666666667,0.0,1.0,6,481,420
487,586660,1.0,1.0,1.0,0.0,0.0,0.666666667,0.0,1.0,7,420,509
488,586660,1.0,1.0,1.0,0.0,0.0,0.666666667,0.0,1.0,8,509,569
489,587846,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3,520,540
490,587846,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,540,546
491,587846,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,546,580
492,587846,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6,580,597
493,587846,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7,597,604
494,587846,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8,604,641
495,590331,1.0,1.0,0.0,0.0,0.615384615,0.923076923,0.076923077,0.307692308,3,555,561
496,590331,1.0,1.0,0.0,0.0,0.615384615,0.923076923,0.076923077,0.307692308,4,561,594
497,590331,1.0,1.0,0.0,0.0,0.615384615,0.923076923,0.076923077,0.307692308,5,594,606
498,590331,1.0,1.0,0.0,0.0,0.615384615,0.923076923,0.076923077,0.307692308,9,613,629
499,591621,1.0,1.0,0.0,0.0,0.0,0.0,0.28571428600000004,0.428571429,3,511,613
500,591621,1.0,1.0,0.0,0.0,0.0,0.0,0.28571428600000004,0.428571429,4,613,593
501,591621,1.0,1.0,0.0,0.0,0.0,0.0,0.28571428600000004,0.428571429,5,593,624
502,591621,1.0,1.0,0.0,0.0,0.0,0.0,0.28571428600000004,0.428571429,6,624,655
503,591621,1.0,1.0,0.0,0.0,0.0,0.0,0.28571428600000004,0.428571429,7,655,680
504,591621,1.0,1.0,0.0,0.0,0.0,0.0,0.28571428600000004,0.428571429,8,680,676
505,591621,1.0,1.0,0.0,0.0,0.0,0.0,0.28571428600000004,0.428571429,9,676,685
506,591909,0.0,1.0,0.0,0.0,0.0,1.0,0.0625,0.9375,5,407,441
507,591909,0.0,1.0,0.0,0.0,0.0,1.0,0.0625,0.9375,6,441,444
508,591909,0.0,1.0,0.0,0.0,0.0,1.0,0.0625,0.9375,7,444,416
509,591909,0.0,1.0,0.0,0.0,0.0,1.0,0.0625,0.9375,8,416,350
510,591909,0.0,1.0,0.0,0.0,0.0,1.0,0.0625,0.9375,9,350,493
511,592162,0.0,1.0,0.0,0.0,0.0,0.7857142859999999,0.071428571,0.928571429,3,408,473
512,592162,0.0,1.0,0.0,0.0,0.0,0.7857142859999999,0.071428571,0.928571429,4,473,461
513,592162,0.0,1.0,0.0,0.0,0.0,0.7857142859999999,0.071428571,0.928571429,5,461,495
514,592162,0.0,1.0,0.0,0.0,0.0,0.7857142859999999,0.071428571,0.928571429,6,495,531
515,592162,0.0,1.0,0.0,0.0,0.0,0.7857142859999999,0.071428571,0.928571429,7,531,534
516,592162,0.0,1.0,0.0,0.0,0.0,0.7857142859999999,0.071428571,0.928571429,8,534,594
517,592162,0.0,1.0,0.0,0.0,0.0,0.7857142859999999,0.071428571,0.928571429,9,594,578
520,592834,1.0,1.0,0.0,0.0,0.0,0.818181818,0.363636364,0.0,3,469,525
521,592834,1.0,1.0,0.0,0.0,0.0,0.818181818,0.363636364,0.0,4,525,547
522,592834,1.0,1.0,0.0,0.0,0.0,0.818181818,0.363636364,0.0,5,547,542
523,592834,1.0,1.0,0.0,0.0,0.0,0.818181818,0.363636364,0.0,6,542,610
524,592834,1.0,1.0,0.0,0.0,0.0,0.818181818,0.363636364,0.0,7,610,613
525,592834,1.0,1.0,0.0,0.0,0.0,0.818181818,0.363636364,0.0,8,613,583
526,592834,1.0,1.0,0.0,0.0,0.0,0.818181818,0.363636364,0.0,9,583,628
533,594517,1.0,1.0,0.0,0.0,0.0,0.2,0.6,0.6,5,556,521
534,594647,0.0,0.0,0.0,0.0,0.0,0.8888888890000001,0.8888888890000001,0.0,4,508,445
535,594647,0.0,0.0,0.0,0.0,0.0,0.8888888890000001,0.8888888890000001,0.0,5,445,509
536,594647,0.0,0.0,0.0,0.0,0.0,0.8888888890000001,0.8888888890000001,0.0,6,509,525
537,594647,0.0,0.0,0.0,0.0,0.0,0.8888888890000001,0.8888888890000001,0.0,7,525,577
554,601053,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3,397,457
555,601053,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4,457,220
556,601053,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5,220,452
557,601053,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6,452,463
558,601053,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7,463,539
559,601053,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8,539,562
560,601053,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9,562,571
561,601540,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,3,519,532
562,601540,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,4,532,541
563,601540,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,5,541,582
564,601540,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,6,582,634
565,601540,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,7,634,631
566,601540,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,8,631,648
567,602494,0.0,1.0,1.0,0.0,0.0,0.666666667,0.0,0.916666667,3,491,546
568,602494,0.0,1.0,1.0,0.0,0.0,0.666666667,0.0,0.916666667,4,546,488
569,602494,0.0,1.0,1.0,0.0,0.0,0.666666667,0.0,0.916666667,5,488,506
570,602494,0.0,1.0,1.0,0.0,0.0,0.666666667,0.0,0.916666667,6,506,559
571,602494,0.0,1.0,1.0,0.0,0.0,0.666666667,0.0,0.916666667,7,559,547
572,602494,0.0,1.0,1.0,0.0,0.0,0.666666667,0.0,0.916666667,8,547,606
573,602494,0.0,1.0,1.0,0.0,0.0,0.666666667,0.0,0.916666667,9,606,642
574,602693,1.0,1.0,0.0,0.0,0.0,0.666666667,0.0,1.0,4,421,443
575,602693,1.0,1.0,0.0,0.0,0.0,0.666666667,0.0,1.0,5,443,519
576,602693,1.0,1.0,0.0,0.0,0.0,0.666666667,0.0,1.0,6,519,475
577,602693,1.0,1.0,0.0,0.0,0.0,0.666666667,0.0,1.0,7,475,559
578,602693,1.0,1.0,0.0,0.0,0.0,0.666666667,0.0,1.0,8,559,560
579,603240,1.0,1.0,0.0,1.0,0.0,0.333333333,0.0,1.0,3,495,534
580,603240,1.0,1.0,0.0,1.0,0.0,0.333333333,0.0,1.0,4,534,577
581,603240,1.0,1.0,0.0,1.0,0.0,0.333333333,0.0,1.0,5,577,585
582,603240,1.0,1.0,0.0,1.0,0.0,0.333333333,0.0,1.0,6,585,586
583,603240,1.0,1.0,0.0,1.0,0.0,0.333333333,0.0,1.0,7,586,627
584,603664,0.0,1.0,0.0,0.0,0.0,0.923076923,0.0,0.923076923,3,462,438
585,603664,0.0,1.0,0.0,0.0,0.0,0.923076923,0.0,0.923076923,4,438,374
586,603664,0.0,1.0,0.0,0.0,0.0,0.923076923,0.0,0.923076923,5,374,500
587,603664,0.0,1.0,0.0,0.0,0.0,0.923076923,0.0,0.923076923,6,500,531
588,603664,0.0,1.0,0.0,0.0,0.0,0.923076923,0.0,0.923076923,7,531,567
589,603664,0.0,1.0,0.0,0.0,0.0,0.923076923,0.0,0.923076923,8,567,606
590,603664,0.0,1.0,0.0,0.0,0.0,0.923076923,0.0,0.923076923,9,606,652
591,603792,0.0,0.0,0.0,1.0,0.0,0.818181818,0.0,0.909090909,3,399,462
592,603792,0.0,0.0,0.0,1.0,0.0,0.818181818,0.0,0.909090909,4,462,417
593,603792,0.0,0.0,0.0,1.0,0.0,0.818181818,0.0,0.909090909,5,417,505
594,603792,0.0,0.0,0.0,1.0,0.0,0.818181818,0.0,0.909090909,6,505,504
